id,benchmark,setting,accuracy,accuracy_stderr,timestamp,metadata
01-ai/Yi-34B,arc:challenge_25-shot,25-shot,0.6160409556313993,0.0142124449806518,2024-11-12 14:02:03.863874,
01-ai/Yi-34B-200K,arc:challenge_25-shot,25-shot,0.6212,,2024-11-12 14:02:03.863874,
01-ai/Yi-9B,arc:challenge_25-shot,25-shot,0.5683,,2024-11-12 14:02:03.863874,
AbacusResearch/Jallabi-34B,arc:challenge_25-shot,25-shot,0.6348122866894198,0.0140702655192688,2024-11-12 14:02:03.863874,
AbacusResearch/RasGulla1-7b,arc:challenge_25-shot,25-shot,0.659556313993174,0.0138474605188929,2024-11-12 14:02:03.863874,
CohereForAI/c4ai-command-r-plus,arc:challenge_25-shot,25-shot,0.659556313993174,0.0138474605188929,2024-11-12 14:02:03.863874,
CohereForAI/c4ai-command-r-v01,arc:challenge_25-shot,25-shot,0.64419795221843,0.0139905711379187,2024-11-12 14:02:03.863874,
Dampish/StellarX-4B-V0,arc:challenge_25-shot,25-shot,0.3233788395904436,0.0136694216300121,2024-11-12 14:02:03.863874,
Deci/DeciCoder-1b,arc:challenge_25-shot,25-shot,0.1604095563139931,0.0107243360591109,2024-11-12 14:02:03.863874,
EleutherAI/gpt-j-6b,arc:challenge_25-shot,25-shot,0.3686006825938566,0.0140978106780421,2024-11-12 14:02:03.863874,
EleutherAI/gpt-neo-1.3B,arc:challenge_25-shot,25-shot,0.2713310580204778,0.0129938077275457,2024-11-12 14:02:03.863874,
EleutherAI/gpt-neo-2.7B,arc:challenge_25-shot,25-shot,0.310580204778157,0.013522292098053,2024-11-12 14:02:03.863874,
EleutherAI/gpt-neox-20b,arc:challenge_25-shot,25-shot,0.4266211604095563,0.0144531855929202,2024-11-12 14:02:03.863874,
EleutherAI/pythia-1.4b-deduped,arc:challenge_25-shot,25-shot,0.295221843003413,0.0133297502933823,2024-11-12 14:02:03.863874,
EleutherAI/pythia-12b,arc:challenge_25-shot,25-shot,0.3737201365187713,0.014137708601759,2024-11-12 14:02:03.863874,
EleutherAI/pythia-12b-deduped,arc:challenge_25-shot,25-shot,0.378839590443686,0.0141759154900003,2024-11-12 14:02:03.863874,
EleutherAI/pythia-160m,arc:challenge_25-shot,25-shot,0.1902730375426621,0.0114704241792256,2024-11-12 14:02:03.863874,
EleutherAI/pythia-160m-deduped,arc:challenge_25-shot,25-shot,0.2056313993174061,0.0118107452607425,2024-11-12 14:02:03.863874,
EleutherAI/pythia-1b-deduped,arc:challenge_25-shot,25-shot,0.2645051194539249,0.0128892729493133,2024-11-12 14:02:03.863874,
EleutherAI/pythia-2.8b-deduped,arc:challenge_25-shot,25-shot,0.325938566552901,0.0136974324666932,2024-11-12 14:02:03.863874,
EleutherAI/pythia-410m,arc:challenge_25-shot,25-shot,0.2312286689419795,0.0123208588347722,2024-11-12 14:02:03.863874,
EleutherAI/pythia-410m-deduped,arc:challenge_25-shot,25-shot,0.2261092150170648,0.0122242020970632,2024-11-12 14:02:03.863874,
EleutherAI/pythia-6.9b-deduped,arc:challenge_25-shot,25-shot,0.3728668941979522,0.0141311767601311,2024-11-12 14:02:03.863874,
EleutherAI/pythia-70m,arc:challenge_25-shot,25-shot,0.1808873720136518,0.011248574467407,2024-11-12 14:02:03.863874,
EleutherAI/pythia-70m-deduped,arc:challenge_25-shot,25-shot,0.1834470989761092,0.0113101701795545,2024-11-12 14:02:03.863874,
HuggingFaceTB/SmolLM-1.7B,arc:challenge_25-shot,25-shot,0.4633,,2024-11-12 14:02:03.863874,
HuggingFaceTB/SmolLM-135M,arc:challenge_25-shot,25-shot,0.2952,,2024-11-12 14:02:03.863874,
HuggingFaceTB/SmolLM-360M,arc:challenge_25-shot,25-shot,0.3652,,2024-11-12 14:02:03.863874,
LLM360/Amber,arc:challenge_25-shot,25-shot,0.3976109215017064,0.0143017522232795,2024-11-12 14:02:03.863874,
Monero/Manticore-13b-Chat-Pyg-Guanaco,arc:challenge_25-shot,25-shot,0.5290102389078498,0.0145867763552943,2024-11-12 14:02:03.863874,
Monero/WizardLM-13b-OpenAssistant-Uncensored,arc:challenge_25-shot,25-shot,0.4709897610921502,0.0145867763552943,2024-11-12 14:02:03.863874,
NousResearch/Nous-Hermes-2-Yi-34B,arc:challenge_25-shot,25-shot,0.64419795221843,0.0139905711379187,2024-11-12 14:02:03.863874,
Qwen/Qwen-7B,arc:challenge_25-shot,25-shot,0.4965870307167235,0.014611050403244,2024-11-12 14:02:03.863874,
Qwen/Qwen1.5-110B,arc:challenge_25-shot,25-shot,0.6647,,2024-11-12 14:02:03.863874,
Qwen/Qwen1.5-14B,arc:challenge_25-shot,25-shot,0.5299,,2024-11-12 14:02:03.863874,
Qwen/Qwen1.5-32B,arc:challenge_25-shot,25-shot,0.5981,,2024-11-12 14:02:03.863874,
Qwen/Qwen2-72B,arc:challenge_25-shot,25-shot,0.6596,,2024-11-12 14:02:03.863874,
Qwen/Qwen2.5-14B,arc:challenge_25-shot,25-shot,0.6476,,2024-11-12 14:02:03.863874,
Qwen/Qwen2.5-32B,arc:challenge_25-shot,25-shot,0.6689,,2024-11-12 14:02:03.863874,
Qwen/Qwen2.5-3B,arc:challenge_25-shot,25-shot,0.5307,,2024-11-12 14:02:03.863874,
Qwen/Qwen2.5-72B,arc:challenge_25-shot,25-shot,0.6834,,2024-11-12 14:02:03.863874,
Salesforce/codegen-6B-multi,arc:challenge_25-shot,25-shot,0.2380546075085324,0.0124457700280262,2024-11-12 14:02:03.863874,
allenai/tulu-2-dpo-70b,arc:challenge_25-shot,25-shot,0.6825938566552902,0.0136022390880381,2024-11-12 14:02:03.863874,
bigscience/bloom-1b7,arc:challenge_25-shot,25-shot,0.2721843003412969,0.0130066004064237,2024-11-12 14:02:03.863874,
bigscience/bloom-7b1,arc:challenge_25-shot,25-shot,0.3643344709897611,0.0140632602798824,2024-11-12 14:02:03.863874,
cerebras/Cerebras-GPT-1.3B,arc:challenge_25-shot,25-shot,0.2372013651877133,0.0124303998292608,2024-11-12 14:02:03.863874,
cerebras/Cerebras-GPT-13B,arc:challenge_25-shot,25-shot,0.3378839590443686,0.0138220479222835,2024-11-12 14:02:03.863874,
cerebras/Cerebras-GPT-2.7B,arc:challenge_25-shot,25-shot,0.2696245733788396,0.0129680406868691,2024-11-12 14:02:03.863874,
cerebras/Cerebras-GPT-6.7B,arc:challenge_25-shot,25-shot,0.3088737201365187,0.013501770929344,2024-11-12 14:02:03.863874,
facebook/opt-125m,arc:challenge_25-shot,25-shot,0.2039249146757679,0.0117742624787022,2024-11-12 14:02:03.863874,
facebook/opt-2.7b,arc:challenge_25-shot,25-shot,0.3097269624573379,0.0135120584152383,2024-11-12 14:02:03.863874,
facebook/opt-350m,arc:challenge_25-shot,25-shot,0.2056313993174061,0.0118107452607425,2024-11-12 14:02:03.863874,
facebook/opt-6.7b,arc:challenge_25-shot,25-shot,0.3472696245733788,0.0139130345296204,2024-11-12 14:02:03.863874,
facebook/xglm-4.5B,arc:challenge_25-shot,25-shot,0.2977815699658703,0.0133630801072444,2024-11-12 14:02:03.863874,
facebook/xglm-564M,arc:challenge_25-shot,25-shot,0.1979522184300341,0.0116439909715733,2024-11-12 14:02:03.863874,
facebook/xglm-7.5B,arc:challenge_25-shot,25-shot,0.3071672354948805,0.0134810340549809,2024-11-12 14:02:03.863874,
google/gemma-7b,arc:challenge_25-shot,25-shot,0.5768,,2024-11-12 14:02:03.863874,
gpt2-medium,arc:challenge_25-shot,25-shot,0.2209897610921501,0.0121249292068182,2024-11-12 14:02:03.863874,
huggyllama/llama-7b,arc:challenge_25-shot,25-shot,0.4769624573378839,0.0145958732053582,2024-11-12 14:02:03.863874,
jb723/cross_lingual_epoch2,arc:challenge_25-shot,25-shot,0.3293515358361775,0.0137340576526354,2024-11-12 14:02:03.863874,
jb723/llama2-ko-7B-model,arc:challenge_25-shot,25-shot,0.5349829351535836,0.0145755839220196,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-0,arc:challenge_25-shot,25-shot,0.4505119453924914,0.0145396460984716,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-1,arc:challenge_25-shot,25-shot,0.439419795221843,0.0145037478235801,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-2,arc:challenge_25-shot,25-shot,0.4334470989761092,0.0144813762245588,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-3,arc:challenge_25-shot,25-shot,0.4411262798634812,0.0145097477490646,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-4,arc:challenge_25-shot,25-shot,0.439419795221843,0.0145037478235801,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-5,arc:challenge_25-shot,25-shot,0.4462457337883959,0.0145267055485399,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-6,arc:challenge_25-shot,25-shot,0.4274744027303754,0.0144568629446506,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-8,arc:challenge_25-shot,25-shot,0.4598976109215017,0.0145643188569248,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-c,arc:challenge_25-shot,25-shot,0.454778156996587,0.0145515070608363,2024-11-12 14:02:03.863874,
kevin009/babyllama-v0.6,arc:challenge_25-shot,25-shot,0.3523890784982935,0.0139601426005986,2024-11-12 14:02:03.863874,
kevin009/flyingllama-v2,arc:challenge_25-shot,25-shot,0.2158703071672355,0.0120229753600306,2024-11-12 14:02:03.863874,
meta-llama/Meta-Llama-3-70B,arc:challenge_25-shot,25-shot,0.6510238907849829,0.0139289334613825,2024-11-12 14:02:03.863874,
meta-llama/Meta-Llama-3-8B,arc:challenge_25-shot,25-shot,0.5409556313993175,0.0145622910736012,2024-11-12 14:02:03.863874,
meta-llama/Meta-Llama-3-8B-Instruct,arc:challenge_25-shot,25-shot,0.5716723549488054,0.014460496367599,2024-11-12 14:02:03.863874,
meta-llama/Meta-Llama-3.1-70B,arc:challenge_25-shot,25-shot,0.651,,2024-11-12 14:02:03.863874,
microsoft/phi-1_5,arc:challenge_25-shot,25-shot,0.4949,,2024-11-12 14:02:03.863874,
microsoft/phi-2,arc:challenge_25-shot,25-shot,0.5836,,2024-11-12 14:02:03.863874,
mistral-community/Mixtral-8x22B-v0.1,arc:challenge_25-shot,25-shot,0.6646757679180887,0.0137961829477855,2024-11-12 14:02:03.863874,
mistralai/Mistral-7B-v0.1,arc:challenge_25-shot,25-shot,0.568259385665529,0.0144745914271962,2024-11-12 14:02:03.863874,
mistralai/Mixtral-8x7B-Instruct-v0.1,arc:challenge_25-shot,25-shot,0.6655290102389079,0.0137874603224413,2024-11-12 14:02:03.863874,
mistralai/Mixtral-8x7B-v0.1,arc:challenge_25-shot,25-shot,0.6373720136518771,0.014049106564955,2024-11-12 14:02:03.863874,
mosaicml/mpt-30b,arc:challenge_25-shot,25-shot,0.5290102389078498,0.0145867763552943,2024-11-12 14:02:03.863874,
mosaicml/mpt-30b-instruct,arc:challenge_25-shot,25-shot,0.5426621160409556,0.014558106543924,2024-11-12 14:02:03.863874,
mosaicml/mpt-7b,arc:challenge_25-shot,25-shot,0.4291808873720136,0.0144640858948706,2024-11-12 14:02:03.863874,
mosaicml/mpt-7b-instruct,arc:challenge_25-shot,25-shot,0.4436860068259385,0.0145184218256704,2024-11-12 14:02:03.863874,
mosaicml/mpt-7b-storywriter,arc:challenge_25-shot,25-shot,0.1732081911262798,0.0110586941832803,2024-11-12 14:02:03.863874,
openai-community/gpt2,arc:challenge_25-shot,25-shot,0.197098976109215,0.0116250476698806,2024-11-12 14:02:03.863874,
openlm-research/open_llama_3b_v2,arc:challenge_25-shot,25-shot,0.35580204778157,0.0139905711379187,2024-11-12 14:02:03.863874,
openlm-research/open_llama_7b,arc:challenge_25-shot,25-shot,0.4343003412969283,0.0144847030488573,2024-11-12 14:02:03.863874,
openlm-research/open_llama_7b_v2,arc:challenge_25-shot,25-shot,0.4232081911262799,0.014438036220848,2024-11-12 14:02:03.863874,
playdev7/theseed-v0.3,arc:challenge_25-shot,25-shot,0.2261092150170648,0.0122242020970632,2024-11-12 14:02:03.863874,
rinna/bilingual-gpt-neox-4b,arc:challenge_25-shot,25-shot,0.2389078498293515,0.0124610713763166,2024-11-12 14:02:03.863874,
tiiuae/falcon-7b,arc:challenge_25-shot,25-shot,0.4360068259385665,0.0144912256992309,2024-11-12 14:02:03.863874,
01-ai/Yi-34B,hellaswag_10-shot,10-shot,0.656144194383589,0.0047402292124734,2024-11-12 14:02:03.863874,
01-ai/Yi-34B-200K,hellaswag_10-shot,10-shot,0.6188,,2024-11-12 14:02:03.863874,
01-ai/Yi-9B,hellaswag_10-shot,10-shot,0.5895,,2024-11-12 14:02:03.863874,
AbacusResearch/Jallabi-34B,hellaswag_10-shot,10-shot,0.6382194781915953,0.0047953370091182,2024-11-12 14:02:03.863874,
AbacusResearch/RasGulla1-7b,hellaswag_10-shot,10-shot,0.6983668591913962,0.0045802887281959,2024-11-12 14:02:03.863874,
CohereForAI/c4ai-command-r-plus,hellaswag_10-shot,10-shot,0.6927902808205537,0.0046039424398615,2024-11-12 14:02:03.863874,
CohereForAI/c4ai-command-r-v01,hellaswag_10-shot,10-shot,0.6742680740888269,0.0046768988619789,2024-11-12 14:02:03.863874,
Dampish/StellarX-4B-V0,hellaswag_10-shot,10-shot,0.4584744074885481,0.0049725431277678,2024-11-12 14:02:03.863874,
Deci/DeciCoder-1b,hellaswag_10-shot,10-shot,0.2826130252937662,0.0044934958720001,2024-11-12 14:02:03.863874,
EleutherAI/gpt-j-6b,hellaswag_10-shot,10-shot,0.4945230033857797,0.0049894820406101,2024-11-12 14:02:03.863874,
EleutherAI/gpt-neo-1.3B,hellaswag_10-shot,10-shot,0.3839872535351523,0.0048536088058438,2024-11-12 14:02:03.863874,
EleutherAI/gpt-neo-2.7B,hellaswag_10-shot,10-shot,0.4221270663214499,0.0049288918958742,2024-11-12 14:02:03.863874,
EleutherAI/gpt-neox-20b,hellaswag_10-shot,10-shot,0.5416251742680741,0.0049724602068423,2024-11-12 14:02:03.863874,
EleutherAI/pythia-1.4b-deduped,hellaswag_10-shot,10-shot,0.4178450507866958,0.004921964133874,2024-11-12 14:02:03.863874,
EleutherAI/pythia-12b,hellaswag_10-shot,10-shot,0.502688707428799,0.004989709267191,2024-11-12 14:02:03.863874,
EleutherAI/pythia-12b-deduped,hellaswag_10-shot,10-shot,0.5183230432184823,0.0049864298081467,2024-11-12 14:02:03.863874,
EleutherAI/pythia-160m,hellaswag_10-shot,10-shot,0.2874925313682533,0.004516681953879,2024-11-12 14:02:03.863874,
EleutherAI/pythia-160m-deduped,hellaswag_10-shot,10-shot,0.2864967138020314,0.0045120024597579,2024-11-12 14:02:03.863874,
EleutherAI/pythia-1b-deduped,hellaswag_10-shot,10-shot,0.3872734515036845,0.0048613146132868,2024-11-12 14:02:03.863874,
EleutherAI/pythia-2.8b-deduped,hellaswag_10-shot,10-shot,0.4516032662816172,0.0049663518350282,2024-11-12 14:02:03.863874,
EleutherAI/pythia-410m,hellaswag_10-shot,10-shot,0.3394742083250348,0.0047256309115203,2024-11-12 14:02:03.863874,
EleutherAI/pythia-410m-deduped,hellaswag_10-shot,10-shot,0.344353714399522,0.0047418597531784,2024-11-12 14:02:03.863874,
EleutherAI/pythia-6.9b-deduped,hellaswag_10-shot,10-shot,0.492531368253336,0.0049892247157845,2024-11-12 14:02:03.863874,
EleutherAI/pythia-70m,hellaswag_10-shot,10-shot,0.2658832901812388,0.0044089948686501,2024-11-12 14:02:03.863874,
EleutherAI/pythia-70m-deduped,hellaswag_10-shot,10-shot,0.2679745070703047,0.0044199907419159,2024-11-12 14:02:03.863874,
HuggingFaceTB/SmolLM-1.7B,hellaswag_10-shot,10-shot,0.4986,,2024-11-12 14:02:03.863874,
HuggingFaceTB/SmolLM-135M,hellaswag_10-shot,10-shot,0.35,,2024-11-12 14:02:03.863874,
HuggingFaceTB/SmolLM-360M,hellaswag_10-shot,10-shot,0.4147,,2024-11-12 14:02:03.863874,
LLM360/Amber,hellaswag_10-shot,10-shot,0.5478988249352719,0.004966832553245,2024-11-12 14:02:03.863874,
Monero/Manticore-13b-Chat-Pyg-Guanaco,hellaswag_10-shot,10-shot,0.6149173471420036,0.0048562033747154,2024-11-12 14:02:03.863874,
Monero/WizardLM-13b-OpenAssistant-Uncensored,hellaswag_10-shot,10-shot,0.569806811392153,0.0049409117792733,2024-11-12 14:02:03.863874,
NousResearch/Nous-Hermes-2-Yi-34B,hellaswag_10-shot,10-shot,0.6577375024895439,0.0047349726682996,2024-11-12 14:02:03.863874,
Qwen/Qwen-7B,hellaswag_10-shot,10-shot,0.5759808803027285,0.0049318319538,2024-11-12 14:02:03.863874,
Qwen/Qwen1.5-110B,hellaswag_10-shot,10-shot,0.6829,,2024-11-12 14:02:03.863874,
Qwen/Qwen1.5-14B,hellaswag_10-shot,10-shot,0.6125,,2024-11-12 14:02:03.863874,
Qwen/Qwen1.5-32B,hellaswag_10-shot,10-shot,0.6547,,2024-11-12 14:02:03.863874,
Qwen/Qwen2-72B,hellaswag_10-shot,10-shot,0.6786,,2024-11-12 14:02:03.863874,
Qwen/Qwen2.5-14B,hellaswag_10-shot,10-shot,0.6439,,2024-11-12 14:02:03.863874,
Qwen/Qwen2.5-32B,hellaswag_10-shot,10-shot,0.6596,,2024-11-12 14:02:03.863874,
Qwen/Qwen2.5-3B,hellaswag_10-shot,10-shot,0.5543,,2024-11-12 14:02:03.863874,
Qwen/Qwen2.5-72B,hellaswag_10-shot,10-shot,0.6859,,2024-11-12 14:02:03.863874,
Salesforce/codegen-6B-multi,hellaswag_10-shot,10-shot,0.3350926110336586,0.0047105814966393,2024-11-12 14:02:03.863874,
allenai/tulu-2-dpo-70b,hellaswag_10-shot,10-shot,0.7082254530969926,0.0045365007141479,2024-11-12 14:02:03.863874,
bigscience/bloom-1b7,hellaswag_10-shot,10-shot,0.3769169488149771,0.0048362341436554,2024-11-12 14:02:03.863874,
bigscience/bloom-7b1,hellaswag_10-shot,10-shot,0.4622585142401912,0.0049755460189506,2024-11-12 14:02:03.863874,
cerebras/Cerebras-GPT-1.3B,hellaswag_10-shot,10-shot,0.3290181238797052,0.0046889631757581,2024-11-12 14:02:03.863874,
cerebras/Cerebras-GPT-13B,hellaswag_10-shot,10-shot,0.4498107946624178,0.0049645796857124,2024-11-12 14:02:03.863874,
cerebras/Cerebras-GPT-2.7B,hellaswag_10-shot,10-shot,0.3854809798844851,0.0048571404107767,2024-11-12 14:02:03.863874,
cerebras/Cerebras-GPT-6.7B,hellaswag_10-shot,10-shot,0.4451304521011751,0.0049596452633902,2024-11-12 14:02:03.863874,
facebook/opt-125m,hellaswag_10-shot,10-shot,0.2918741286596295,0.0045369557965105,2024-11-12 14:02:03.863874,
facebook/opt-2.7b,hellaswag_10-shot,10-shot,0.4600677155945031,0.0049738426705597,2024-11-12 14:02:03.863874,
facebook/opt-350m,hellaswag_10-shot,10-shot,0.3212507468631747,0.004660025270817,2024-11-12 14:02:03.863874,
facebook/opt-6.7b,hellaswag_10-shot,10-shot,0.5067715594503087,0.0049893237874135,2024-11-12 14:02:03.863874,
facebook/xglm-4.5B,hellaswag_10-shot,10-shot,0.4334793865763792,0.0049454247716115,2024-11-12 14:02:03.863874,
facebook/xglm-564M,hellaswag_10-shot,10-shot,0.3055168293168691,0.0045968459363566,2024-11-12 14:02:03.863874,
facebook/xglm-7.5B,hellaswag_10-shot,10-shot,0.4496116311491734,0.0049643787624252,2024-11-12 14:02:03.863874,
google/gemma-7b,hellaswag_10-shot,10-shot,0.623,,2024-11-12 14:02:03.863874,
gpt2-medium,hellaswag_10-shot,10-shot,0.3306114319856602,0.0046947189182257,2024-11-12 14:02:03.863874,
huggyllama/llama-7b,hellaswag_10-shot,10-shot,0.5753833897629954,0.0049327450130727,2024-11-12 14:02:03.863874,
jb723/cross_lingual_epoch2,hellaswag_10-shot,10-shot,0.3392750448117905,0.0047249566658799,2024-11-12 14:02:03.863874,
jb723/llama2-ko-7B-model,hellaswag_10-shot,10-shot,0.6158135829516033,0.0048540824799169,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-0,hellaswag_10-shot,10-shot,0.5967934674367655,0.0048953903414456,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-1,hellaswag_10-shot,10-shot,0.5987851025692094,0.0048914265333906,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-2,hellaswag_10-shot,10-shot,0.5975901214897431,0.0048938148902083,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-3,hellaswag_10-shot,10-shot,0.5955984863572994,0.0048977283707372,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-4,hellaswag_10-shot,10-shot,0.5987851025692094,0.0048914265333906,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-5,hellaswag_10-shot,10-shot,0.5970922127066322,0.0048948011198986,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-6,hellaswag_10-shot,10-shot,0.5976897032463653,0.0048936170149753,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-8,hellaswag_10-shot,10-shot,0.5965943039235212,0.0048957821077864,2024-11-12 14:02:03.863874,
jisukim8873/falcon-7B-case-c,hellaswag_10-shot,10-shot,0.5984863572993427,0.0048920264572947,2024-11-12 14:02:03.863874,
kevin009/babyllama-v0.6,hellaswag_10-shot,10-shot,0.4633539135630352,0.0049763614543413,2024-11-12 14:02:03.863874,
kevin009/flyingllama-v2,hellaswag_10-shot,10-shot,0.327325234017128,0.0046827807905083,2024-11-12 14:02:03.863874,
meta-llama/Meta-Llama-3-70B,hellaswag_10-shot,10-shot,0.6951802429794861,0.0045939026019793,2024-11-12 14:02:03.863874,
meta-llama/Meta-Llama-3-8B,hellaswag_10-shot,10-shot,0.6176060545708026,0.0048497884239443,2024-11-12 14:02:03.863874,
meta-llama/Meta-Llama-3-8B-Instruct,hellaswag_10-shot,10-shot,0.5904202350129456,0.0049075121031283,2024-11-12 14:02:03.863874,
meta-llama/Meta-Llama-3.1-70B,hellaswag_10-shot,10-shot,0.6963,,2024-11-12 14:02:03.863874,
microsoft/phi-1_5,hellaswag_10-shot,10-shot,0.4859,,2024-11-12 14:02:03.863874,
microsoft/phi-2,hellaswag_10-shot,10-shot,0.5642,,2024-11-12 14:02:03.863874,
mistral-community/Mixtral-8x22B-v0.1,hellaswag_10-shot,10-shot,0.7050388368850826,0.0045509331425287,2024-11-12 14:02:03.863874,
mistralai/Mistral-7B-v0.1,hellaswag_10-shot,10-shot,0.6294562836088429,0.0048196336688325,2024-11-12 14:02:03.863874,
mistralai/Mixtral-8x7B-Instruct-v0.1,hellaswag_10-shot,10-shot,0.6858195578570006,0.0046323996774908,2024-11-12 14:02:03.863874,
mistralai/Mixtral-8x7B-v0.1,hellaswag_10-shot,10-shot,0.6695877315275841,0.0046940027819395,2024-11-12 14:02:03.863874,
mosaicml/mpt-30b,hellaswag_10-shot,10-shot,0.6195976897032464,0.0048449353275992,2024-11-12 14:02:03.863874,
mosaicml/mpt-30b-instruct,hellaswag_10-shot,10-shot,0.652459669388568,0.0047521589368718,2024-11-12 14:02:03.863874,
mosaicml/mpt-7b,hellaswag_10-shot,10-shot,0.5730930093606851,0.0049361767846319,2024-11-12 14:02:03.863874,
mosaicml/mpt-7b-instruct,hellaswag_10-shot,10-shot,0.58105954989046,0.0049237725818484,2024-11-12 14:02:03.863874,
mosaicml/mpt-7b-storywriter,hellaswag_10-shot,10-shot,0.2633937462656841,0.0043957394956885,2024-11-12 14:02:03.863874,
openai-community/gpt2,hellaswag_10-shot,10-shot,0.292670782712607,0.0045405869832299,2024-11-12 14:02:03.863874,
openlm-research/open_llama_3b_v2,hellaswag_10-shot,10-shot,0.5310695080661223,0.004980138679161,2024-11-12 14:02:03.863874,
openlm-research/open_llama_7b,hellaswag_10-shot,10-shot,0.5364469229237204,0.0049765071210762,2024-11-12 14:02:03.863874,
openlm-research/open_llama_7b_v2,hellaswag_10-shot,10-shot,0.5456084445329615,0.0049689792597383,2024-11-12 14:02:03.863874,
playdev7/theseed-v0.3,hellaswag_10-shot,10-shot,0.2561242780322645,0.0043559920900309,2024-11-12 14:02:03.863874,
rinna/bilingual-gpt-neox-4b,hellaswag_10-shot,10-shot,0.3646683927504481,0.0048035333333642,2024-11-12 14:02:03.863874,
tiiuae/falcon-7b,hellaswag_10-shot,10-shot,0.5797649870543716,0.0049258777057711,2024-11-12 14:02:03.863874,
01-ai/Yi-34B,hendrycksTest-abstract_algebra_5-shot,5-shot,0.45,0.0499999999999999,2024-11-12 14:02:03.863874,
01-ai/Yi-34B-200K,hendrycksTest-abstract_algebra_5-shot,5-shot,0.44,,2024-11-12 14:02:03.863874,
01-ai/Yi-9B,hendrycksTest-abstract_algebra_5-shot,5-shot,0.31,,2024-11-12 14:02:03.863874,
AbacusResearch/Jallabi-34B,hendrycksTest-abstract_algebra_5-shot,5-shot,0.51,0.0502418393795691,2024-11-12 14:02:03.863874,
AbacusResearch/RasGulla1-7b,hendrycksTest-abstract_algebra_5-shot,5-shot,0.37,0.0485236587093909,2024-11-12 14:02:03.863874,
CohereForAI/c4ai-command-r-plus,hendrycksTest-abstract_algebra_5-shot,5-shot,0.44,0.0498887651569858,2024-11-12 14:02:03.863874,
CohereForAI/c4ai-command-r-v01,hendrycksTest-abstract_algebra_5-shot,5-shot,0.39,0.0490207130000197,2024-11-12 14:02:03.863874,
Dampish/StellarX-4B-V0,hendrycksTest-abstract_algebra_5-shot,5-shot,0.34,0.0476095228569523,2024-11-12 14:02:03.863874,
Deci/DeciCoder-1b,hendrycksTest-abstract_algebra_5-shot,5-shot,0.29,0.0456048021572068,2024-11-12 14:02:03.863874,
EleutherAI/gpt-j-6b,hendrycksTest-abstract_algebra_5-shot,5-shot,0.27,0.0446196043338474,2024-11-12 14:02:03.863874,
EleutherAI/gpt-neo-1.3B,hendrycksTest-abstract_algebra_5-shot,5-shot,0.28,0.0451260859854212,2024-11-12 14:02:03.863874,
EleutherAI/gpt-neo-2.7B,hendrycksTest-abstract_algebra_5-shot,5-shot,0.27,0.0446196043338474,2024-11-12 14:02:03.863874,
EleutherAI/gpt-neox-20b,hendrycksTest-abstract_algebra_5-shot,5-shot,0.22,0.0416333199893226,2024-11-12 14:02:03.863874,
EleutherAI/pythia-1.4b-deduped,hendrycksTest-abstract_algebra_5-shot,5-shot,0.27,0.0446196043338474,2024-11-12 14:02:03.863874,
EleutherAI/pythia-12b,hendrycksTest-abstract_algebra_5-shot,5-shot,0.23,0.042295258468165,2024-11-12 14:02:03.863874,
EleutherAI/pythia-12b-deduped,hendrycksTest-abstract_algebra_5-shot,5-shot,0.29,0.0456048021572068,2024-11-12 14:02:03.863874,
EleutherAI/pythia-160m,hendrycksTest-abstract_algebra_5-shot,5-shot,0.22,0.0416333199893226,2024-11-12 14:02:03.863874,
EleutherAI/pythia-160m-deduped,hendrycksTest-abstract_algebra_5-shot,5-shot,0.25,0.0435194139889244,2024-11-12 14:02:03.863874,
EleutherAI/pythia-1b-deduped,hendrycksTest-abstract_algebra_5-shot,5-shot,0.23,0.042295258468165,2024-11-12 14:02:03.863874,
EleutherAI/pythia-2.8b-deduped,hendrycksTest-abstract_algebra_5-shot,5-shot,0.27,0.0446196043338474,2024-11-12 14:02:03.863874,
EleutherAI/pythia-410m,hendrycksTest-abstract_algebra_5-shot,5-shot,0.25,0.0435194139889244,2024-11-12 14:02:03.863874,
EleutherAI/pythia-410m-deduped,hendrycksTest-abstract_algebra_5-shot,5-shot,0.18,0.0386122919665369,2024-11-12 14:02:03.863874,
